country,region_name,nuts_code,year_week,rate_14_day_per_100k,weekly_count,population,source
Greece,Sterea Ellada,EL64,2021-09,213.3085852,626,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-10,242.6250265,723,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-11,258.4523077,714,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-12,241.0063273,626,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-13,254.6753429,790,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-14,262.0494171,667,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-15,239.9271945,667,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-16,245.502714,698,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-17,226.0783235,559,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-18,211.689886,618,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-19,216.7258391,587,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-20,189.387808,466,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-21,158.8123784,417,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-22,121.0427301,256,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-23,90.10758954,245,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-24,67.26594509,129,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-25,37.23008191,78,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-26,37.05022644,128,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-27,71.40262085,269,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-28,120.3233082,400,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-29,186.330265,636,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-30,228.0567336,632,556002,Epidemic intelligence subnational data
Greece,Sterea Ellada,EL64,2021-31,265.466671,844,556002,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-19,NA,1,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-20,0.349558071,1,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-21,0.699116142,3,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-22,1.223453249,4,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-23,1.398232285,4,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-24,1.398232285,4,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-25,0.699116142,0,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-26,0.174779036,1,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-27,NA,NA,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-28,NA,5,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-29,1.223453249,2,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-30,0.349558071,0,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-31,0.699116142,4,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-32,5.942487211,30,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-33,10.48674214,30,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-34,7.515498531,13,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-35,5.418150104,18,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-36,7.690277567,26,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-37,6.641603353,12,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-38,5.767708175,21,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-39,12.40931153,50,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-40,14.85621803,35,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-41,17.6526826,66,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-42,20.97348427,54,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-43,26.74119245,99,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-44,50.33636225,189,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-45,89.8364243,325,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-46,100.6727245,251,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-47,77.42711277,192,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-48,60.47354632,154,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-49,57.32752368,174,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-50,53.83194297,134,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-51,49.112909,147,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-52,38.62616687,74,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2020-53,36.70359748,136,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-01,51.0354784,156,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-02,53.13282682,148,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-03,49.98680418,138,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-04,61.8717786,216,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-05,70.96028846,190,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-06,75.67932242,243,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-07,106.6152117,367,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-08,152.23254,504,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-09,203.4427974,660,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-10,228.9605366,650,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-11,207.1131572,535,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-12,176.3520469,474,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-13,188.2370213,603,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-14,195.2281828,514,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-15,189.6352536,571,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-16,177.4007211,444,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-17,145.5909367,389,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-18,138.5997752,404,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-19,141.2214608,404,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-20,120.7723136,287,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-21,95.42935344,259,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-22,80.92269348,204,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-23,55.05539622,111,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-24,36.70359748,99,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-25,30.76111027,77,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-26,32.50890062,109,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-27,80.57313541,352,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-28,189.6352536,733,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-29,279.2968989,865,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-30,302.8920687,868,572151,Epidemic intelligence subnational data
Greece,Peloponnisos,EL65,2021-31,332.4297257,1034,572151,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-15,NA,488,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-16,45.48010074,308,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-17,30.96760628,234,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-18,23.71135906,181,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-19,14.16967963,67,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-20,9.198864597,94,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-21,11.99851904,116,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-22,10.22730909,63,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-23,5.99925952,42,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-24,3.656691517,22,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-25,2.399703808,20,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-26,2.685382833,27,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-27,2.056888978,9,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-28,1.028444489,9,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-29,1.771209954,22,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-30,2.285432198,18,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-31,2.742518638,30,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-32,3.713827322,35,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-33,6.34207435,76,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-34,11.42716099,124,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-35,44.68019947,658,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-36,111.8719061,1300,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-37,185.2342797,1942,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-38,220.2013923,1912,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-39,214.7734908,1847,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-40,189.1195144,1463,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-41,186.891218,1808,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-42,214.2021328,1941,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-43,291.7925559,3166,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-44,405.4356719,3930,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-45,629.5794348,7089,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-46,792.3593431,6779,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-47,707.5126727,5604,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-48,640.0924229,5599,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-49,631.1792373,5448,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-50,512.622442,3524,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-51,377.5533991,3084,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-52,270.1952216,1645,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2020-53,188.4910205,1654,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-01,210.7168487,2034,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-02,188.4338847,1264,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-03,137.6401541,1145,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-04,145.9819817,1410,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-05,178.7779337,1719,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-06,227.6290469,2265,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-07,331.8447552,3543,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-08,543.4757767,5969,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-09,782.8747995,7733,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-10,1086.037381,11275,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-11,1234.933288,10339,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-12,1132.48879,9482,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-13,992.9631543,7897,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-14,733.7380072,4945,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-15,485.1401198,3546,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-16,334.6444096,2311,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-17,218.9444046,1521,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-18,141.8110679,961,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-19,101.644597,818,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-20,73.30523775,465,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-21,41.5377302,262,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-22,28.05368023,229,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-23,19.99753173,121,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-24,13.36977836,113,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-25,10.74153133,75,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-26,8.513234938,74,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-27,7.599062059,59,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-28,8.627506548,92,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-29,12.62701289,129,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-30,14.68390187,128,1750216,Epidemic intelligence subnational data
Hungary,Budapest,HU110,2021-31,15.54093895,144,1750216,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-15,NA,107,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-16,12.56647511,56,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-17,9.174297781,63,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-18,8.09496863,42,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-19,5.936310329,35,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-20,5.859215389,41,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-21,6.93854454,49,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-22,5.936310329,28,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-23,4.163126724,26,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-24,2.621227937,8,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-25,1.541898787,12,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-26,2.158658301,16,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-27,2.004468423,10,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-28,1.541898787,10,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-29,2.158658301,18,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-30,2.852512755,19,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-31,2.235753241,10,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-32,1.850278544,14,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-33,3.546367209,32,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-34,4.856981178,31,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-35,15.95865244,176,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-36,48.95528648,459,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-37,83.72510412,627,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-38,105.3887821,740,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-39,112.4044215,718,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-40,114.331795,765,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-41,130.2904475,925,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-42,164.4435056,1208,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-43,238.6859322,1888,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-44,336.2110304,2473,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-45,553.2332847,4703,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-46,699.4823846,4370,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-47,649.2935791,4052,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-48,672.3449659,4669,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-49,723.073436,4710,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-50,592.7829885,2979,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-51,430.7294261,2608,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-52,283.5551869,1070,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2020-53,186.4926582,1349,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-01,237.683698,1734,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-02,208.7730957,974,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-03,144.861391,905,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-04,149.7183722,1037,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-05,180.2479682,1301,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-06,225.5026976,1624,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-07,326.4970681,2611,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-08,579.2142792,4902,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-09,860.4566179,6259,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-10,1226.3492,9648,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-11,1440.133467,9032,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-12,1353.016185,8518,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-13,1212.626301,7211,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-14,911.4163728,4611,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-15,623.929344,3482,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-16,438.43892,2205,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-17,294.3484784,1613,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-18,201.8345512,1005,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-19,141.4692137,830,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-20,98.52733247,448,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-21,57.20444499,294,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-22,42.86478627,262,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-23,31.76311501,150,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-24,18.57988038,91,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-25,11.41005102,57,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-26,6.784354661,31,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-27,4.856981178,32,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-28,7.092734419,60,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-29,8.634633205,52,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-30,7.555304055,46,1297102,Epidemic intelligence subnational data
Hungary,Pest,HU120,2021-31,7.786588873,55,1297102,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-15,NA,98,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-16,37.50570349,59,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-17,35.11680518,88,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-18,30.81678822,41,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-19,16.48339835,28,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-20,11.70560173,21,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-21,7.405584766,10,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-22,2.866677974,2,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-23,1.194449156,3,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-24,1.194449156,2,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-25,0.477779662,0,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-26,0.238889831,1,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-27,0.716669494,2,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-28,0.477779662,0,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-29,0,0,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-30,0.238889831,1,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-31,NA,NA,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-32,NA,3,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-33,2.866677974,9,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-34,4.538906792,10,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-35,10.98893223,36,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-36,41.56683062,138,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-37,86.47811889,224,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-38,103.6781867,210,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-39,98.66150028,203,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-40,86.23922905,158,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-41,91.25591551,224,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-42,117.5337969,268,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-43,168.8951106,439,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-44,298.3733991,810,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-45,436.4517216,1017,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-46,449.1128826,863,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-47,501.9075353,1238,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-48,591.9690017,1240,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-49,603.6746034,1287,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-50,592.6856711,1194,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-51,507.1631116,929,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-52,331.3401958,458,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2020-53,269.4677296,670,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-01,372.6681366,890,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-02,333.0124247,504,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-03,232.9175854,471,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-04,199.473009,364,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-05,168.417331,341,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-06,163.1617547,342,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-07,258.4787973,740,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-08,490.9186031,1315,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-09,808.4031887,2069,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-10,1166.021266,2812,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-11,1462.005767,3308,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-12,1496.883682,2958,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-13,1369.316512,2774,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-14,1106.776588,1859,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-15,737.6917987,1229,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-16,501.4297556,870,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-17,340.4180094,555,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-18,219.0619752,362,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-19,136.8838733,211,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-20,76.44474598,109,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-21,50.88353404,104,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-22,37.26681366,52,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-23,18.87229666,27,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-24,11.4667119,21,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-25,6.688915273,7,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-26,3.583347468,8,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-27,3.583347468,7,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-28,4.300016961,11,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-29,5.255576286,11,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-30,7.166694935,19,418603,Epidemic intelligence subnational data
Hungary,Fejer,HU211,2021-31,6.688915273,9,418603,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-15,NA,7,300995,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-16,11.2958687,27,300995,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-17,23.92066313,45,300995,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-18,33.22314324,55,300995,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-19,26.91074603,26,300995,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-20,16.94380305,25,300995,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-21,22.92396884,44,300995,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-22,22.92396884,25,300995,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-23,14.61818303,19,300995,Epidemic intelligence subnational data
Hungary,Komarom-Esztergom,HU212,2020-24,10.96363727,14,300995,Epidemic intelligence subnational data
